,Unnamed: 0.1,year,weight,value,number_harvesters,price_per_lb,clusters,cluster
434,1796,2013,25107.0,78758.41,7,3.136910423,0,pink
435,1797,2013,16088.3,57835.65,6,3.594888832,0,pink
436,1798,2013,2929080.87,8570302.625,139,2.925935816,2,dark purple
437,1799,2013,3116454.19,10857353.27,198,3.483880272,2,dark purple
438,1800,2013,794619.17,2367015.095,29,2.978804419,0,pink
439,1801,2013,3263104.42,10067569.08,156,3.085273342,2,dark purple
440,1802,2013,466600.4,1358721.55,18,2.911959677,0,pink
441,1803,2013,377141.1,999127.475,22,2.649213981,0,pink
442,1804,2013,57676.82,195733.33,14,3.393622082,0,pink
443,1805,2013,369876.46,1261692.26,33,3.411118026,0,pink
444,1806,2013,1328568.5,3938244.35,94,2.964276475,0,pink
445,1807,2013,623735.7,1952843.429,29,3.130882887,0,pink
446,1808,2013,2867534.86,8635232.603,91,3.011378422,2,dark purple
447,1809,2013,4042857.55,11171145.68,130,2.763180632,2,dark purple
448,1810,2013,273473.71,920681.516,35,3.366618005,0,pink
449,1811,2013,2143506.6,5948038.014,79,2.774910053,0,pink
450,1812,2013,96677.3,304966.955,13,3.154483576,0,pink
451,1813,2013,18215753.6,49589538.08,384,2.722343482,1,purple
452,1814,2013,67758.19,200780.115,8,2.963185926,0,pink
453,1815,2013,2754587.7,7935194.05,99,2.880719336,2,dark purple
454,1816,2013,2275182.61,5767075.104,84,2.534774606,0,pink
455,1817,2013,131421.4,389221.613,20,2.961630397,0,pink
456,1818,2013,10061503.65,29810514.93,240,2.962829013,1,purple
457,1819,2013,14061.5,48440.5,8,3.444902749,0,pink
458,1820,2013,604105.0,1879258.8,39,3.110814842,0,pink
459,1821,2013,2048084.0,5428930.2,37,2.650736103,0,pink
460,1822,2013,122929.0,327296.4,12,2.662483222,0,pink
461,1823,2013,8041.7,35968.75,3,4.472779387,0,pink
462,1824,2013,675528.33,2351399.621,24,3.480830509,0,pink
463,2098,2014,1739057.5,6136524.075,88,3.528649326,0,pink
464,2099,2014,1484102.43,5686003.296,72,3.831274163,0,pink
465,2100,2014,1817980.41,7187298.915,48,3.953452345,2,dark purple
466,2101,2014,2552276.7,10062470.75,95,3.942546962,2,dark purple
467,2102,2014,6290656.0,20981430.81,232,3.335332724,2,dark purple
468,2103,2014,400137.37,1574287.197,40,3.934366833,0,pink
469,2104,2014,167060.34,682530.932,19,4.085535394,0,pink
470,2105,2014,1480279.34,5553646.709,65,3.751755874,0,pink
471,2106,2014,16830.85,72555.25,3,4.310848828,0,pink
472,2107,2014,1392205.32,5470289.624,96,3.929226204,0,pink
473,2108,2014,845349.38,2883681.386,54,3.411230261,0,pink
474,2109,2014,130865.04,403906.04,8,3.086431945,0,pink
475,2110,2014,7528.63,31891.08,5,4.235973876,0,pink
476,2111,2014,655905.22,2068694.825,42,3.153953897,0,pink
477,2112,2014,781903.0,3169072.62,20,4.053025273,0,pink
478,2113,2014,7868.0,34663.25,4,4.405598627,0,pink
479,2114,2014,61685.89,283224.885,23,4.591404696,0,pink
480,2115,2014,836921.06,3520885.345,46,4.206950348,0,pink
481,2116,2014,847670.0,3305759.15,65,3.899818502,0,pink
482,2117,2014,1943010.27,7275950.078,110,3.744679166,2,dark purple
483,2118,2014,1773289.15,7257877.308,84,4.092889932,2,dark purple
484,2119,2014,2294774.0,8066486.925,50,3.515155272,2,dark purple
485,2120,2014,1007679.9,4101403.755,38,4.070145445,0,pink
486,2121,2014,908612.56,3869868.225,41,4.259096116,0,pink
487,2122,2014,118512.91,563508.585,6,4.754828693,0,pink
488,2123,2014,428353.27,1675279.8,59,3.910977031,0,pink
489,2124,2014,261841.3,1051560.08,19,4.016020697,0,pink
490,2125,2014,143675.0,603078.95,7,4.197521837,0,pink
491,2126,2014,4351623.9,17239783.34,180,3.961689644,2,dark purple
492,2127,2014,477669.1,1831150.92,27,3.833513451,0,pink
493,2128,2014,230175.5,691631.55,14,3.004800902,0,pink
494,2129,2014,505944.8,1557975.145,14,3.079338191,0,pink
495,2130,2014,101521.7,384258.52,12,3.784989022,0,pink
496,2131,2014,2073062.23,8057301.499,111,3.886666489,2,dark purple
497,2132,2014,1418447.5,5542785.175,38,3.907642105,0,pink
498,2133,2014,222089.3,848849.321,6,3.822108138,0,pink
499,2134,2014,2913038.25,9176646.991,160,3.150197905,2,dark purple
500,2135,2014,70128.0,285738.74,3,4.074531428,0,pink
501,2136,2014,238347.3,994445.015,20,4.172252067,0,pink
502,2137,2014,1505734.5,6262579.03,61,4.159152248,0,pink
503,2138,2014,167372.95,659521.984,9,3.940433529,0,pink
504,2139,2014,172630.33,690806.638,9,4.001652769,0,pink
505,2140,2014,539209.15,2282404.744,32,4.232874654,0,pink
506,2141,2014,2778353.25,9764635.1,81,3.514540529,2,dark purple
507,2142,2014,7020.62,38516.288,5,5.486166179,0,pink
508,2143,2014,1276894.01,4671205.918,53,3.658256583,0,pink
509,2144,2014,229580.0,887330.17,19,3.865015115,0,pink
510,2145,2014,1059769.7,4440905.66,37,4.190444075,0,pink
511,2146,2014,405841.36,1708239.602,14,4.209131376,0,pink
512,2147,2014,352087.71,1358825.13,21,3.85933701,0,pink
513,2148,2014,160911.44,613377.862,10,3.811897165,0,pink
514,2149,2014,10965326.98,39817413.65,419,3.63121079,1,purple
515,2150,2014,18318.5,82891.26,7,4.525002593,0,pink
516,2151,2014,2421347.14,9511068.233,55,3.928006883,2,dark purple
517,2152,2014,206268.0,793241.19,23,3.845682268,0,pink
518,2153,2014,17060.0,66893.59,6,3.92107796,0,pink
519,2154,2014,12741.0,47823.6,3,3.753520132,0,pink
520,2155,2014,2512302.49,9160743.657,109,3.64635377,2,dark purple
521,2156,2014,3564827.75,14761405.47,242,4.140846769,2,dark purple
522,2157,2014,898971.0,3462278.15,30,3.851379132,0,pink
523,2158,2014,3495002.36,13619089.21,157,3.896732479,2,dark purple
524,2159,2014,354789.75,1377098.36,23,3.881449112,0,pink
525,2160,2014,277687.0,966389.9,19,3.48014095,0,pink
526,2161,2014,66060.6,268512.855,12,4.064644508,0,pink
527,2162,2014,375217.8,1517399.085,34,4.044048776,0,pink
528,2163,2014,31693.58,128518.32,4,4.055026917,0,pink
529,2164,2014,760154.65,2331603.694,39,3.067275447,0,pink
530,2165,2014,1286183.04,4693881.345,84,3.649466055,0,pink
531,2166,2014,628737.4,2414494.925,27,3.840227931,0,pink
532,2167,2014,2688198.19,10662751.52,99,3.966504985,2,dark purple
533,2168,2014,4085106.81,14487157.94,158,3.546335167,2,dark purple
534,2169,2014,413413.65,1728996.982,33,4.182244544,0,pink
535,2170,2014,2287386.1,8342548.93,78,3.647197528,2,dark purple
536,2171,2014,60702.09,247965.439,9,4.08495719,0,pink
537,2172,2014,17327891.04,60882789.73,396,3.513571824,1,purple
538,2173,2014,101020.76,385713.75,6,3.818163217,0,pink
539,2174,2014,20748.0,80017.8,4,3.856651243,0,pink
540,2175,2014,2685873.2,9681746.718,95,3.604692402,2,dark purple
541,2176,2014,2236397.01,7673806.178,99,3.43132554,2,dark purple
542,2177,2014,122510.55,474696.184,24,3.874737188,0,pink
543,2178,2014,9628898.51,34851935.54,234,3.619514268,1,purple
544,2179,2014,12356.87,48533.51,6,3.927654009,0,pink
545,2180,2014,2386938.5,8336681.49,37,3.492625172,2,dark purple
546,2181,2014,27651.96,135149.64,8,4.88752479,0,pink
547,2182,2014,694657.35,2904404.025,26,4.18105995,0,pink
548,2450,2015,1701322.5,6905848.1,78,4.059105843,2,dark purple
549,2451,2015,1339862.02,5713212.479,69,4.26403047,0,pink
550,2452,2015,1312931.75,5800170.501,52,4.417724304,0,pink
551,2453,2015,2383210.55,10698012.61,90,4.488907877,2,dark purple
552,2454,2015,5451439.5,19980191.97,247,3.665122207,2,dark purple
553,2455,2015,334915.1,1380526.928,35,4.12202056,0,pink
554,2456,2015,142643.13,630272.364,20,4.418525897,0,pink
555,2457,2015,1366171.22,5738645.843,66,4.200531938,0,pink
556,2458,2015,1392866.65,6089033.66,109,4.371584071,0,pink
557,2459,2015,805655.35,3148985.34,46,3.908601041,0,pink
558,2460,2015,87000.75,300313.695,9,3.451851794,0,pink
559,2461,2015,6261.75,28513.829,4,4.553651775,0,pink
560,2462,2015,616668.7,2145352.09,39,3.478937864,0,pink
561,2463,2015,10067.0,46187.55,4,4.588015298,0,pink
562,2464,2015,34379.0,171521.4,22,4.989132901,0,pink
563,2465,2015,755318.15,3447617.115,45,4.564456865,0,pink
564,2466,2015,761531.0,3180161.446,66,4.176010492,0,pink
565,2467,2015,2091994.4,8792972.557,107,4.203153009,2,dark purple
566,2468,2015,1968387.75,9054702.839,74,4.600060552,2,dark purple
567,2469,2015,1853683.3,6861531.24,53,3.701566087,2,dark purple
568,2470,2015,1334041.1,5925883.285,36,4.44205451,0,pink
569,2471,2015,837507.56,3801373.033,36,4.538911903,0,pink
570,2472,2015,96135.1,492734.97,7,5.125442944,0,pink
571,2473,2015,352386.04,1537194.185,60,4.362244841,0,pink
572,2474,2015,325960.67,1488932.233,15,4.56782787,0,pink
573,2475,2015,137252.5,622053.1,4,4.53218047,0,pink
574,2476,2015,4766066.0,21243369.8,180,4.457212678,2,dark purple
575,2477,2015,431881.45,1796655.91,22,4.160067329,0,pink
576,2478,2015,140149.0,479299.75,11,3.41992986,0,pink
577,2479,2015,456716.0,1538881.15,19,3.369448738,0,pink
578,2480,2015,131862.8,556035.065,23,4.216769741,0,pink
579,2481,2015,2336027.6,10149833.75,111,4.344911742,2,dark purple
580,2482,2015,1214874.0,5288211.85,49,4.352889147,0,pink
581,2483,2015,2837051.95,9825849.515,186,3.463401336,2,dark purple
582,2484,2015,277270.49,1235430.753,22,4.455687848,0,pink
583,2485,2015,1424905.14,6287131.714,62,4.412315976,0,pink
584,2486,2015,149533.02,667397.328,8,4.463210387,0,pink
585,2487,2015,186196.0,799274.21,10,4.292649735,0,pink
586,2488,2015,438023.56,2005122.212,33,4.577658362,0,pink
587,2489,2015,2716172.5,10586846.0,79,3.897707528,2,dark purple
588,2490,2015,42102.25,206574.235,5,4.906489202,0,pink
589,2491,2015,1243411.35,5176099.131,53,4.162821202,0,pink
590,2492,2015,1145658.1,5395299.115,46,4.709344887,0,pink
591,2493,2015,419745.99,1912746.265,16,4.55691373,0,pink
592,2494,2015,461648.53,1952305.615,39,4.228986963,0,pink
593,2495,2015,156557.65,669027.23,12,4.273360197,0,pink
594,2496,2015,11761114.54,48231671.94,478,4.100943986,1,purple
595,2497,2015,2289168.84,9950922.627,72,4.346958797,2,dark purple
596,2498,2015,205155.2,891561.185,21,4.345788871,0,pink
597,2499,2015,12695.19,59216.95,7,4.664518609,0,pink
598,2500,2015,12655.2,55583.33,4,4.392133668,0,pink
599,2501,2015,2542355.3,10381397.25,104,4.083377823,2,dark purple
600,2502,2015,3759095.53,16625795.28,228,4.422817975,2,dark purple
601,2503,2015,903155.0,3960491.1,38,4.385173198,0,pink
602,2504,2015,3091100.07,13333826.99,165,4.313618676,2,dark purple
603,2505,2015,649149.05,2745325.043,29,4.229113549,0,pink
604,2506,2015,310756.46,1229874.51,26,3.957679625,0,pink
605,2507,2015,71641.7,315701.73,10,4.406675581,0,pink
606,2508,2015,414710.75,1788126.495,31,4.311743776,0,pink
607,2509,2015,18324.85,82766.02,5,4.516600136,0,pink
608,2510,2015,919405.29,3120573.013,37,3.394121229,0,pink
609,2511,2015,1445045.0,5902224.495,78,4.084457228,0,pink
610,2512,2015,485695.0,2084579.75,28,4.291952254,0,pink
611,2513,2015,487345.15,2076059.238,43,4.259936183,0,pink
612,2514,2015,2440817.3,10895943.77,108,4.46405545,2,dark purple
613,2515,2015,4429903.02,16876707.41,135,3.8097239,2,dark purple
614,2516,2015,394125.7,1853894.21,34,4.70381457,0,pink
615,2517,2015,2282816.22,9373306.403,77,4.106027599,2,dark purple
616,2518,2015,73061.9,328088.23,10,4.490551573,0,pink
617,2519,2015,17349138.25,66473365.56,401,3.831508205,1,purple
618,2520,2015,147765.8,642783.535,25,4.350015599,0,pink
619,2521,2015,2701104.95,10949122.29,99,4.053571591,2,dark purple
620,2522,2015,2544374.94,9719668.91,93,3.820061563,2,dark purple
621,2523,2015,9596249.19,39255822.19,222,4.090746438,1,purple
622,2524,2015,2168168.3,8414214.005,40,3.880793758,2,dark purple
623,2525,2015,681853.8,3078360.523,23,4.51469292,0,pink
624,2778,2016,2021082.6,8030745.43,84,3.973486997,2,dark purple
625,2779,2016,1613914.55,6702919.439,67,4.153205905,2,dark purple
626,2780,2016,1270383.2,5819351.183,62,4.580784115,0,pink
627,2781,2016,2778755.4,12503038.29,107,4.499510209,2,dark purple
628,2782,2016,6425549.05,22204032.98,256,3.455585322,2,dark purple
629,2783,2016,173826.86,792955.769,15,4.561756273,0,pink
630,2784,2016,1567498.91,6459190.438,66,4.12069852,2,dark purple
631,2785,2016,1836109.08,7818656.632,116,4.258274586,2,dark purple
632,2786,2016,844937.0,3253922.65,56,3.851083158,0,pink
633,2787,2016,20975.0,98549.85,7,4.698443385,0,pink
634,2788,2016,4393.76,20417.533,6,4.646938613,0,pink
635,2789,2016,666204.0,2344805.925,33,3.519651526,0,pink
636,2790,2016,41589.5,208915.19,18,5.023267652,0,pink
637,2791,2016,947943.39,4239243.285,44,4.472042666,0,pink
638,2792,2016,1040989.0,4416142.752,67,4.242256885,0,pink
639,2793,2016,2487082.0,9155462.5,45,3.68120653,2,dark purple
640,2794,2016,2695698.1,11013034.95,115,4.085411104,2,dark purple
641,2795,2016,2300661.5,10505190.95,79,4.566161058,2,dark purple
642,2796,2016,1592028.9,5605764.94,60,3.521145213,0,pink
643,2797,2016,1390773.6,6060778.5,36,4.357846957,0,pink
644,2798,2016,85771.1,405596.98,5,4.72883034,0,pink
645,2799,2016,385315.65,1681699.428,57,4.364472162,0,pink
646,2800,2016,337627.26,1538046.73,12,4.555457785,0,pink
647,2801,2016,179905.5,816797.37,6,4.540146744,0,pink
648,2802,2016,4874498.8,21143510.94,152,4.337576397,2,dark purple
649,2803,2016,514663.5,2117133.02,24,4.113625738,0,pink
650,2804,2016,326903.0,1049054.55,16,3.209069816,0,pink
651,2805,2016,413543.4,1364965.445,18,3.300658274,0,pink
652,2806,2016,533579.9,2343757.08,31,4.392513811,0,pink
653,2807,2016,2720646.59,11593961.95,113,4.261472987,2,dark purple
654,2808,2016,1299148.4,5832460.49,43,4.489449004,0,pink
655,2809,2016,194456.75,821583.41,5,4.225018725,0,pink
656,2810,2016,3347362.2,11198489.53,189,3.345466926,2,dark purple
657,2811,2016,39410.1,179487.25,3,4.554346475,0,pink
658,2812,2016,261470.53,1160382.125,22,4.437907878,0,pink
659,2813,2016,1582358.4,6983335.63,66,4.41324521,2,dark purple
660,2814,2016,175135.0,777272.352,14,4.438132595,0,pink
661,2815,2016,1510569.2,5745038.365,54,3.803227528,0,pink
662,2816,2016,3032824.5,11769166.18,88,3.880595854,2,dark purple
663,2817,2016,17221.23,94184.665,3,5.469102091,0,pink
664,2818,2016,16771.8,74131.84,4,4.420028858,0,pink
665,2819,2016,1251290.08,5080711.921,57,4.060378966,0,pink
666,2820,2016,402831.0,1689206.12,17,4.193336958,0,pink
667,2821,2016,1154298.6,5409651.645,47,4.686527078,0,pink
668,2822,2016,444822.91,1970188.884,16,4.429153355,0,pink
669,2823,2016,751306.52,3186679.262,54,4.241516847,0,pink
670,2824,2016,175602.46,773821.749,12,4.406668044,0,pink
671,2825,2016,10372005.08,44785371.66,479,4.317908766,1,purple
672,2826,2016,3313040.94,14130064.08,91,4.264983239,2,dark purple
673,2827,2016,313966.0,1328078.14,25,4.230006243,0,pink
674,2828,2016,6487.5,28261.64,4,4.356322158,0,pink
675,2829,2016,3879.02,18638.78,4,4.805022918,0,pink
676,2830,2016,1800862.0,7259398.98,81,4.031068999,2,dark purple
677,2831,2016,4117094.27,18261498.74,224,4.435530873,2,dark purple
678,2832,2016,1082436.0,4754391.85,32,4.392307582,0,pink
679,2833,2016,3117730.26,13510531.6,163,4.333451092,2,dark purple
680,2834,2016,603362.72,2537322.801,29,4.205302577,0,pink
681,2835,2016,365737.95,1463293.408,26,4.000934024,0,pink
682,2836,2016,75331.2,336813.375,9,4.47110062,0,pink
683,2837,2016,451769.9,2087072.685,34,4.619769234,0,pink
684,2838,2016,785598.0,3374130.55,38,4.29498363,0,pink
685,2839,2016,1579638.4,6357220.671,79,4.024478432,0,pink
686,2840,2016,1962.0,5799.3,4,2.955810398,0,pink
687,2841,2016,562333.0,2368034.45,43,4.211089248,0,pink
688,2842,2016,2465931.14,11221584.31,108,4.550647878,2,dark purple
689,2843,2016,4441895.0,16617391.75,157,3.741059109,2,dark purple
690,2844,2016,289435.0,1327378.7,35,4.586102925,0,pink
691,2845,2016,1937664.05,7887408.933,67,4.07057608,2,dark purple
692,2846,2016,18871858.18,70689586.72,402,3.745767165,1,purple
693,2847,2016,71902.59,313198.495,23,4.355872229,0,pink
694,2848,2016,2727811.1,10826528.55,95,3.968943652,2,dark purple
695,2849,2016,2658131.7,10773797.56,103,4.053146637,2,dark purple
696,2850,2016,9754402.34,41987489.98,225,4.304465668,1,purple
697,2851,2016,53146.38,237206.14,9,4.463260527,0,pink
698,2852,2016,2029262.5,7578376.36,41,3.734547088,2,dark purple
699,2853,2016,886370.29,4063705.628,26,4.584659114,0,pink
700,3110,2017,1588285.0,5272760.95,88,3.319782627,0,pink
701,3111,2017,1370306.99,5595163.868,68,4.083146265,0,pink
702,3112,2017,1025229.0,4205371.539,57,4.10188508,0,pink
703,3113,2017,2626283.25,11034120.09,127,4.201420426,2,dark purple
704,3114,2017,5866582.0,18690126.01,276,3.185862911,2,dark purple
705,3115,2017,107013.24,485882.351,19,4.540394731,0,pink
706,3116,2017,1423796.55,5721131.323,71,4.018222493,0,pink
707,3117,2017,1605430.1,6992732.146,112,4.355675246,2,dark purple
708,3118,2017,731870.07,2675359.4,55,3.655511422,0,pink
709,3119,2017,5597.15,33067.489,6,5.907915457,0,pink
710,3120,2017,59343.9,211631.415,12,3.566186499,0,pink
711,3121,2017,73453.03,344240.613,23,4.686540678,0,pink
712,3122,2017,754864.0,3533241.821,41,4.680633625,0,pink
713,3123,2017,830817.5,3401451.875,66,4.094102345,0,pink
714,3124,2017,2145687.0,7430064.3,52,3.462790379,2,dark purple
715,3125,2017,2285846.86,9354871.15,117,4.092518757,2,dark purple
716,3126,2017,2042439.16,9303953.96,78,4.555315107,2,dark purple
717,3127,2017,1389191.1,4084842.48,57,2.940446768,0,pink
718,3128,2017,1224181.1,5040028.005,47,4.117060789,0,pink
719,3129,2017,916742.01,3860442.963,42,4.211046206,0,pink
720,3130,2017,54709.6,260057.73,4,4.753420423,0,pink
721,3131,2017,292109.25,1283142.138,60,4.392678897,0,pink
722,3132,2017,284604.0,1315529.87,15,4.622316868,0,pink
723,3133,2017,159129.0,676061.2,5,4.248510328,0,pink
724,3134,2017,4288089.1,18975912.14,153,4.425260692,2,dark purple
725,3135,2017,464764.5,1920891.52,25,4.133042692,0,pink
726,3136,2017,233752.5,604994.825,20,2.588185474,0,pink
727,3137,2017,404104.7,1138432.13,18,2.817171218,0,pink
728,3138,2017,355337.0,1541566.8,31,4.338323338,0,pink
729,3139,2017,2099976.66,8843692.315,116,4.211328861,2,dark purple
730,3140,2017,1321336.0,5425493.55,60,4.106066549,0,pink
731,3141,2017,185872.85,723365.67,8,3.891723132,0,pink
732,3142,2017,3129988.7,9176318.215,215,2.931741643,2,dark purple
733,3143,2017,12063.0,64014.9,3,5.306714748,0,pink
734,3144,2017,296979.02,1321328.761,19,4.44923268,0,pink
735,3145,2017,1268342.78,5894099.04,68,4.647086839,0,pink
736,3146,2017,198962.68,841457.769,12,4.229224139,0,pink
737,3147,2017,1767171.83,5925222.176,79,3.3529406,0,pink
738,3148,2017,2656293.3,9476977.975,91,3.567745314,2,dark purple
739,3149,2017,1116139.06,4519165.251,47,4.048926709,0,pink
740,3150,2017,429098.0,1666792.35,27,3.884409506,0,pink
741,3151,2017,1131052.25,5107828.128,54,4.515996611,0,pink
742,3152,2017,454094.69,2011114.866,21,4.428844711,0,pink
743,3153,2017,454926.24,1822111.98,40,4.005291012,0,pink
744,3154,2017,148573.6,602226.007,7,4.053385036,0,pink
745,3155,2017,11961636.59,47797855.67,537,3.995929429,1,purple
746,3156,2017,211569.6,931906.23,21,4.40472653,0,pink
747,3157,2017,1548991.85,6159419.563,72,3.976405404,0,pink
748,3158,2017,2867654.48,12757392.81,189,4.448720339,2,dark purple
749,3159,2017,877352.05,3594255.78,31,4.096708704,0,pink
750,3160,2017,2132747.8,8791776.595,155,4.122276715,2,dark purple
751,3161,2017,517882.56,1989259.897,24,3.841140928,0,pink
752,3162,2017,334543.4,1281859.715,27,3.831669419,0,pink
753,3163,2017,57462.21,253494.002,9,4.411490648,0,pink
754,3164,2017,392763.6,1691179.035,33,4.305844623,0,pink
755,3165,2017,730746.0,2929068.65,32,4.008326628,0,pink
756,3166,2017,1321343.05,5376228.143,80,4.068760299,0,pink
757,3167,2017,482335.6,1983399.735,43,4.112074114,0,pink
758,3168,2017,2017147.59,8692421.765,93,4.309264135,2,dark purple
759,3169,2017,3679987.0,13420715.16,172,3.646946351,2,dark purple
760,3170,2017,273065.5,1227932.775,47,4.49684334,0,pink
761,3171,2017,1770682.5,6746134.065,63,3.809906104,2,dark purple
762,3172,2017,15610054.0,57085219.58,413,3.656952089,1,purple
763,3173,2017,2450212.28,9094949.219,108,3.711902554,2,dark purple
764,3174,2017,2051267.7,7878420.975,102,3.840757096,2,dark purple
765,3175,2017,8561446.65,36349614.01,229,4.245732701,1,purple
766,3176,2017,42203.87,193549.081,12,4.586050545,0,pink
767,3177,2017,86916.99,325220.16,14,3.741732888,0,pink
768,3178,2017,721892.05,3556429.745,25,4.926539564,0,pink
769,3428,2018,1403373.0,5103269.65,68,3.636431405,0,pink
770,3429,2018,1558182.58,6677176.067,79,4.28523342,2,dark purple
771,3430,2018,1120182.9,4677826.677,76,4.175949014,0,pink
772,3431,2018,2459326.4,10574231.45,116,4.299645403,2,dark purple
773,3432,2018,6955277.4,21700428.13,304,3.119994629,2,dark purple
774,3433,2018,158313.3,689814.92,15,4.357277121,0,pink
775,3434,2018,1102903.67,4421359.997,59,4.008836055,0,pink
776,3435,2018,67190.5,306926.575,12,4.568005522,0,pink
777,3436,2018,1761481.8,8049927.595,103,4.56997489,2,dark purple
778,3437,2018,750990.5,2822042.05,53,3.757759985,0,pink
779,3438,2018,2781.0,12711.991,3,4.571014383,0,pink
780,3439,2018,119983.0,494294.35,10,4.119703208,0,pink
781,3440,2018,58011.8,304013.9,17,5.240552784,0,pink
782,3441,2018,1052115.9,4931357.66,37,4.687085957,0,pink
783,3442,2018,531960.2,2240990.75,61,4.212703789,0,pink
784,3443,2018,2295812.0,8165965.6,54,3.556896471,2,dark purple
785,3444,2018,2839919.1,12134270.98,108,4.27275234,2,dark purple
786,3445,2018,2297701.25,10938798.1,73,4.760757344,2,dark purple
787,3446,2018,1410579.5,4315707.275,66,3.059527857,0,pink
788,3447,2018,870488.0,3696519.626,23,4.246491193,0,pink
789,3448,2018,939995.16,4273327.823,40,4.546116836,0,pink
790,3449,2018,62099.0,260202.1,5,4.190117393,0,pink
791,3450,2018,349609.7,1612563.025,56,4.612466488,0,pink
792,3451,2018,454678.7,2219820.89,16,4.882174797,0,pink
793,3452,2018,153998.0,670850.51,5,4.356228717,0,pink
794,3453,2018,5026665.0,23594041.49,163,4.693776389,2,dark purple
795,3454,2018,491651.0,1955136.04,26,3.976674592,0,pink
796,3455,2018,379564.8,1520400.52,31,4.005641514,0,pink
797,3456,2018,2434797.25,10278951.53,115,4.221686849,2,dark purple
798,3457,2018,1963718.48,8660663.074,69,4.410338428,2,dark purple
799,3458,2018,3291335.3,9958899.073,200,3.025792928,2,dark purple
800,3459,2018,376113.3,1637647.305,20,4.35413293,0,pink
801,3460,2018,1455530.01,6581655.851,64,4.521827654,2,dark purple
802,3461,2018,430116.25,1813802.113,12,4.217004387,0,pink
803,3462,2018,319827.2,1255408.15,18,3.925270115,0,pink
804,3463,2018,1798822.2,5482057.55,71,3.047581662,0,pink
805,3464,2018,2843429.81,10006415.6,90,3.519135786,2,dark purple
806,3465,2018,115539.7,464919.855,13,4.023897024,0,pink
807,3466,2018,1367815.4,6020160.317,48,4.401295904,0,pink
808,3467,2018,1602695.77,7046330.023,69,4.396548712,2,dark purple
809,3468,2018,570594.85,2531918.188,19,4.43733095,0,pink
810,3469,2018,10776478.66,44465014.1,525,4.126117214,1,purple
811,3470,2018,2768925.0,11979698.6,72,4.326479988,2,dark purple
812,3471,2018,63909.6,307307.8,17,4.808476348,0,pink
813,3472,2018,1669713.0,6754783.75,70,4.045475929,2,dark purple
814,3473,2018,3986886.75,18325175.05,198,4.596362074,2,dark purple
815,3474,2018,911749.55,3746205.29,25,4.108809585,0,pink
816,3475,2018,1808846.89,7859003.996,107,4.344759106,2,dark purple
817,3476,2018,577541.12,2315374.023,22,4.009020211,0,pink
818,3477,2018,347088.4,1336769.68,31,3.851381031,0,pink
819,3478,2018,304.0,1368.0,4,4.5,0,pink
820,3479,2018,530024.65,2296018.225,30,4.331908384,0,pink
821,3480,2018,322712.02,1317527.55,32,4.082672688,0,pink
822,3481,2018,66242.7,284404.37,4,4.293369232,0,pink
823,3482,2018,778851.0,3419481.87,25,4.39041854,0,pink
824,3483,2018,1605394.25,7010663.99,79,4.366942257,2,dark purple
825,3484,2018,401837.0,1141240.0,15,2.840057038,0,pink
826,3485,2018,29574.0,132026.9,5,4.464289579,0,pink
827,3486,2018,607697.5,2610313.925,40,4.295416593,0,pink
828,3487,2018,1837532.2,7961096.62,96,4.332493667,2,dark purple
829,3488,2018,4036886.47,16274236.84,148,4.031383335,2,dark purple
830,3489,2018,264323.5,1260933.45,31,4.7704175,0,pink
831,3490,2018,1675915.0,6514294.875,67,3.887007918,2,dark purple
832,3491,2018,15143775.25,57626699.09,385,3.805306018,1,purple
833,3492,2018,36290.59,146672.15,8,4.041602796,0,pink
834,3493,2018,2202129.22,8406179.902,106,3.817296381,2,dark purple
835,3494,2018,2082851.0,8547988.45,95,4.103984611,2,dark purple
836,3495,2018,8916571.0,39205653.38,214,4.396942881,1,purple
837,3496,2018,70731.2,305980.845,8,4.325967112,0,pink
838,3497,2018,1788093.63,6138146.09,41,3.432787851,0,pink
839,3498,2018,113816.26,428150.07,10,3.76176541,0,pink
840,3499,2018,8134.71,34742.39,4,4.270882429,0,pink
841,3500,2018,284645.05,1332893.896,12,4.682652644,0,pink
842,3501,2018,540122.0,2718448.35,9,5.03302652,0,pink
843,3738,2019,992502.0,4264344.4,59,4.296560007,0,pink
844,3739,2019,1124883.48,5666011.086,72,5.036975995,0,pink
845,3740,2019,1127602.74,5793218.089,46,5.137641018,0,pink
846,3741,2019,2518741.3,13138670.48,127,5.216363618,2,dark purple
847,3742,2019,5993013.0,21618064.99,302,3.607211429,2,dark purple
848,3743,2019,253787.02,1224356.755,37,4.824347419,0,pink
849,3744,2019,124895.2,632536.95,14,5.064541712,0,pink
850,3745,2019,755180.49,3689414.081,61,4.885473248,0,pink
851,3746,2019,382058.1,2028600.595,47,5.309665192,0,pink
852,3747,2019,1156637.65,6093919.718,82,5.26865066,0,pink
853,3748,2019,625249.85,2899441.04,59,4.637251876,0,pink
854,3749,2019,368043.0,1786331.0,22,4.853593194,0,pink
855,3750,2019,4977.75,26414.8,3,5.306574255,0,pink
856,3751,2019,68964.5,328013.0,6,4.756258655,0,pink
857,3752,2019,43621.0,235898.9,13,5.407920497,0,pink
858,3753,2019,824806.4,4315567.125,37,5.232218282,0,pink
859,3754,2019,1931663.0,7856353.1,53,4.067144787,2,dark purple
